image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_n_points,cluster_5_avg_strength,cluster_5_entropy,cluster_6_n_points,cluster_6_avg_strength,cluster_6_entropy,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_12_entropy,cluster_13_entropy,cluster_14_n_points,cluster_14_avg_strength,cluster_15_n_points,cluster_15_avg_strength,cluster_14_entropy,cluster_15_entropy
57,Contextual Understanding,What is the purpose of this space?,cooking,http://images.cocodataset.org/val2017/000000322864.jpg,11,205,1.0000000000000069,-1.7975407838821411,The,11,40,0.0021316250001512885,35.0,0.0020977981856464896,47.0,0.002083977407891627,21.0,0.0020640036706833405,18.0,0.0020988947670858406,0.9772032125307271,0.93609335899642,0.953308771984625,0.9327998628205117,0.9342064019134055,16.0,0.0020569229347395207,0.9248008763572906,31.0,0.002075306029352896,0.9628604297516311,25.0,0.0020443835015458937,16.0,0.0020440924095214094,15.0,0.0020341745890866004,0.9922346846492686,0.9772170014624824,0.9949490477321437,15.0,0.0020608506661744983,,,1.0,,,,,,,,,,,,,
58,Scene Understanding,What type of location is shown?,park,http://images.cocodataset.org/val2017/000000334555.jpg,4,198,1.0000000000000069,-1.1921311616897583,City,4,48,0.0019373491367334417,79.0,0.0019106559872151133,29.0,0.0019175284702054197,22.0,0.0019004338267381426,,,0.9587099083045515,0.9753463885777861,0.9943818288602024,0.9587564206678847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Environment Type,Is this a natural or urban environment?,urban,http://images.cocodataset.org/val2017/000000138819.jpg,6,139,1.0000000000000069,-0.25776657462120056,Urban,6,39,0.0020088271903717066,309.0,0.0020079611670177694,25.0,0.0019923855286229715,24.0,0.001976124025723045,30.0,0.001961297868159114,0.9621269730563126,0.9869159706892466,0.9548163081079344,0.9368761481098031,0.9790348215383856,27.0,0.001964418915810622,0.9703748846657689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Scene Understanding,What setting is this?,beach,http://images.cocodataset.org/val2017/000000361268.jpg,4,168,1.0000000000000069,-0.8802231550216675,A,4,95,0.0019328405671855235,227.0,0.0019253031107948028,15.0,0.0019316678492465281,15.0,0.0019169931442299907,,,0.9634261139276258,0.98376312604772,0.8649735207179273,0.9877812438119246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Scene Understanding,What kind of area is depicted?,street,http://images.cocodataset.org/val2017/000000109798.jpg,11,261,1.0000000000000069,-0.6095389127731323,K,11,23,0.002120039924403679,22.0,0.0021351715788813525,33.0,0.0021165849304134485,17.0,0.0021351980271840164,19.0,0.0021077693459070623,0.9765762937075554,0.998145975216737,0.9809425879815542,0.8702290979524684,0.9656476401164373,17.0,0.0021198698258863245,0.9770358764490155,23.0,0.002126131355075305,0.9565831515652945,68.0,0.0021225160893092506,67.0,0.00214157477623111,60.0,0.0021251027818950403,0.9725248040616028,0.9634470796625128,0.9775876274171215,38.0,0.0021258874799542694,,,0.9863924063933983,,,,,,,,,,,,,
63,Environment Type,Is this a public or private space?,public,http://images.cocodataset.org/val2017/000000334555.jpg,3,296,1.0000000000000069,-0.1544196754693985,Public,3,15,0.002373117910158618,17.0,0.002596564352066973,16.0,0.0028678351914346754,,,,,0.9859247724121322,0.9856676426534905,0.8348683589017412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Scene Understanding,What venue is this?,sports field,http://images.cocodataset.org/val2017/000000308430.jpg,6,275,1.0000000000000069,-0.2433728277683258,K,6,79,0.0018538813211971584,50.0,0.0018487381237644468,16.0,0.0018745275991496368,17.0,0.0018525995143433172,23.0,0.0018559931634197762,0.9745872255880264,0.9743106680187709,0.9886994082884974,0.8919296718389884,0.9926387952545109,40.0,0.0018519894031948213,0.9604607349565233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Contextual Understanding,What is the setting of this image?,living room,http://images.cocodataset.org/val2017/000000087038.jpg,9,261,1.0000000000000069,-0.9241230487823486,A,9,23,0.002095527690813079,16.0,0.0021530203760233113,19.0,0.0021125426867145097,18.0,0.0020694122810032078,9.0,0.002000012790970612,0.9650095768458276,0.954434002924965,0.9826301639446198,0.9388201415867106,1.0,15.0,0.002057732135934182,0.9877812438119247,25.0,0.002031217638737261,0.9706252067822185,15.0,0.0020616159972029684,17.0,0.0020622085321797996,,,0.9877812438119247,0.9363348190250746,,,,,,,,,,,,,,,,,,,
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,16,175,1.0000000000000069,-1.1416642665863037,Day,16,19,0.002721661617848118,33.0,0.002689677659805672,20.0,0.0027278457085799703,16.0,0.0027555644750314654,28.0,0.002687840716118704,0.9520903566147753,0.9430884538695665,0.9372305632161296,1.0,0.9743259280978502,20.0,0.002712018214685294,0.9911594714322186,15.0,0.002682210056046103,0.9018972358711528,41.0,0.002673211736892183,11.0,0.00260996173646105,15.0,0.0026027963248658847,0.9654229496430745,0.9056185178648963,0.9161314485121342,4.0,0.0025022152979358118,40.0,0.002618017853563566,1.0,0.973359084465231,10.0,0.002689999360899308,42.0,0.0026505275761847685,0.7219280948873623,0.9376983395527784,16.0,0.002614963635347026,10.0,0.002659335067081084,0.9414280318460245,0.8812908992306927
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,10,140,1.0000000000000069,-0.6325448751449585,Sun,10,49,0.00202098458233153,11.0,0.001981396044802475,176.0,0.002023028563270928,18.0,0.0020367518783780845,26.0,0.002065357191676789,0.9879623602021393,0.9056185178648963,0.9704093735635073,0.8929352898779307,0.9986351928244434,17.0,0.001998239143327883,0.9256134079485958,16.0,0.002017263504053494,0.9320201587042914,16.0,0.002002677944147832,16.0,0.0019846475902104573,62.0,0.002006454148561999,0.985056822321508,0.9618974703476992,0.9698136891536442,,,,,,,,,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,7,243,1.0000000000000069,-0.30565914511680603,Day,7,17,0.0026271485443494502,17.0,0.0026066601640650994,18.0,0.0028141719920446086,46.0,0.002748588293029854,121.0,0.0028036280820147416,0.950753201250753,0.9856676426534905,0.9656336071428252,0.9619642789976494,0.983167169201118,15.0,0.0027407479185278514,0.9018972358711528,15.0,0.0027086157775295956,0.9500685975366211,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,2,324,1.0000000000000069,-0.9103134870529175,Sun,2,15,0.0021233024586691943,32.0,0.0021338725486145576,,,,,,,0.9664572819896989,0.9835019903596468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,5,309,1.0000000000000069,-0.5226655006408691,Summer,5,26,0.0020486813986421775,19.0,0.0020987553257167495,22.0,0.001996136060039679,26.0,0.00204395227156789,17.0,0.002013699857073111,0.9785634767531911,0.9283213239079567,0.9888167467420675,0.9934151417289491,0.9202698933070199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,4,244,1.0000000000000069,-0.4926770329475403,Bright,4,15,0.0019393901564070217,50.0,0.0019453150884764451,16.0,0.001964905645574408,21.0,0.0020305522200537605,,,0.9859247724121322,0.9939039997161118,0.9618974703476992,0.9803153789223941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,4,302,1.0000000000000069,-1.2842228412628174,Day,4,72,0.0027662469458697896,17.0,0.0027618591480463688,16.0,0.0026811059446389804,18.0,0.0028008408153783184,,,0.9888634087383451,0.9127332405984697,0.9965119062478288,0.8527924884900406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,8,270,1.0000000000000069,-0.3621687889099121,No,8,16,0.0021823371313537962,34.0,0.002128639070073577,22.0,0.0021125283390548534,15.0,0.0020776002768090143,16.0,0.002082432463095782,0.954434002924965,0.9757181107006332,0.9346262260259478,0.9543063494363562,0.9681390622295665,18.0,0.0020877003413474894,0.937543317539375,15.0,0.002099198955620163,0.9147366491799204,16.0,0.002137420409120612,,,,,0.8957541375001011,,,,,,,,,,,,,,,,,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,5,257,1.0000000000000069,-0.4320460855960846,Sun,5,15,0.0019920740187460585,64.0,0.0019708249764794033,18.0,0.00203553287505646,14.0,0.002001153284513585,36.0,0.001987842801851084,0.9877812438119246,0.9628907973188768,0.9342064019134055,0.9032139773855579,0.9866312955554829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,184,1.0000000000000069,-1.014854907989502,Mor,2,228,0.0025801934254670285,20.0,0.0023902244011830523,,,,,,,0.9803564951867425,0.9737442138807325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,8,299,1.0000000000000069,-0.03723467141389847,No,8,22,0.0022246944419702787,16.0,0.0021384104964528475,43.0,0.002156550172344977,20.0,0.0021847289773666073,18.0,0.002123946968302855,0.9063593311749661,0.8950145145731531,0.9285310808570196,0.9602297178607612,0.8821022532543101,15.0,0.0021223710864500664,0.9018972358711528,7.0,0.0020372662620043577,0.863120568566631,21.0,0.0020259008924946855,,,,,0.9785395778702867,,,,,,,,,,,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,9,306,1.0000000000000069,-0.16271576285362244,No,9,25,0.0021635462239833598,20.0,0.0020467541229870503,16.0,0.002081477990743012,36.0,0.0020780379678493315,34.0,0.00211755395133725,0.9939987916706561,0.9794359242226801,0.9320201587042914,0.9543364745296461,0.9789424104928117,17.0,0.002114915653211658,0.8702290979524684,15.0,0.001987936771276449,0.982798115178801,11.0,0.00199879659780588,12.0,0.0020900110761019257,,,0.9713067383178076,0.9798687566511528,,,,,,,,,,,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,6,300,1.0000000000000069,-0.3030392527580261,No,6,18,0.0019456522383738777,16.0,0.001931500064879322,35.0,0.001964750023274351,10.0,0.0019180142394870613,34.0,0.001957604593396914,0.9535998353544741,0.9528195311147832,0.9354731490183431,0.9372305632161296,0.9497239782208553,9.0,0.0019623731091784097,0.7642045065086203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,5,296,1.0000000000000069,-0.00966760516166687,No,5,47,0.0019071589736086069,37.0,0.0018658642693377143,12.0,0.001871691136160177,15.0,0.0018569378484225893,18.0,0.001880408336022118,0.9412717130312059,0.9763776780802645,1.0,0.9718495448242642,0.977342973473178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,5,288,1.0000000000000069,-0.5061899423599243,No,5,59,0.0018522186922949298,19.0,0.0018418432524957822,11.0,0.0018437503630529596,18.0,0.001850169724702529,25.0,0.0018720371684181666,0.9820854143914572,0.9880900585356664,0.9922150607220183,0.9773429734731779,0.8634588883901244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,3,293,1.0000000000000069,-0.004651559982448816,No,3,27,0.0021046854341222523,18.0,0.0020055211951673295,15.0,0.001990770940905893,,,,,0.9105804582002582,0.9823887817956214,0.9859247724121322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,8,278,1.0000000000000069,-0.33540257811546326,No,8,30,0.0019909735331354846,24.0,0.001999793132575675,18.0,0.0019913734569080963,30.0,0.0019734622984742154,12.0,0.0019582348242048763,0.9900950717435792,0.927694271103767,0.9728825026363701,0.9724998319497862,0.9808340377961404,15.0,0.0019599243866558376,0.9543063494363562,17.0,0.0020031641082827105,0.8726389366057714,28.0,0.0019566704045557146,,,,,0.9798512813478701,,,,,,,,,,,,,,,,,,,,
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,5,267,1.0000000000000069,-0.008260718546807766,No,5,42,0.0019250012810981352,17.0,0.0018973588835592488,102.0,0.001920015608279546,46.0,0.0019024593620044284,43.0,0.0019196940477787046,0.9518412247041557,0.9856676426534906,0.968971156035828,0.9642112144382522,0.9274351964845817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,7,290,1.0000000000000069,-0.005712942220270634,No,7,47,0.001947577911676104,15.0,0.0019536155542298926,20.0,0.0019756286242452433,31.0,0.0019487927173163677,18.0,0.0019296570221636567,0.977710128025471,0.9189900464321514,0.9911594714322186,0.930170666171126,0.9455305560363263,19.0,0.0019415532348693544,0.94841021822029,24.0,0.0019458546451404494,0.942631203937882,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,5,295,1.0000000000000069,-0.03501405194401741,No,5,23,0.0022089727010006456,47.0,0.0021417615733102325,18.0,0.0021017665819951666,49.0,0.0020928238475344243,15.0,0.002119345451085075,0.9024478255724018,0.9721441128383668,0.9874687506009635,0.9777948515005357,0.9877812438119246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,9,270,1.0000000000000069,-0.0015008978080004454,No,9,24,0.002072867317830587,30.0,0.0019762895732698964,47.0,0.002000196919615985,19.0,0.001966558740069673,24.0,0.0019564976521688365,0.9642934129442273,0.9749762821613742,0.9383446099330065,0.9427556840016249,0.983566009043177,22.0,0.0019828205155505724,0.9513590473032969,18.0,0.0020207989986525607,0.9435794406736079,18.0,0.0020084680237534825,15.0,0.0019761128317013327,,,1.0,0.9877812438119247,,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,3,326,1.0000000000000069,-0.032101742923259735,No,3,20,0.0019394770850216596,34.0,0.0019793072659091164,16.0,0.0019205105920425962,,,,,0.9927376486136672,0.9021021938747825,0.9772170014624825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,5,326,1.0000000000000069,-0.0067903948947787285,No,5,30,0.0019907307070181723,15.0,0.0019588619421716763,7.0,0.001931553861963062,23.0,0.001959663097007843,17.0,0.001959777159262589,0.9299056100857233,0.9877812438119247,0.9852281360342515,0.9741887370104049,0.951983906543883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,2,285,1.0000000000000069,-0.008279048837721348,No,2,45,0.002133922313460394,106.0,0.002153576348512232,,,,,,,0.9602844274123705,0.9676058352769729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,7,267,1.0000000000000069,-0.6220934391021729,None,7,19,0.0023277237562788016,53.0,0.0022974024008800276,18.0,0.002325716206050052,31.0,0.002320010139634695,63.0,0.002342018647953404,0.8699773237111814,0.9711309585247515,0.8826232641893705,0.9424511735127364,0.9801474578992979,30.0,0.0023241235045144268,0.9409277296462571,15.0,0.0022810458216866495,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,4,247,1.0000000000000069,-2.74042010307312,C,4,21,0.0023815021825612332,25.0,0.0024055434543957276,33.0,0.0022331144160624267,6.0,0.0019502423594347266,,,0.9586785101742112,0.9176422549577999,0.9919226609327128,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,5,63,1.0000000000000069,-0.9830080270767212,Motor,5,173,0.0034994012081838296,221.0,0.0035176112738484694,23.0,0.004108275774672145,32.0,0.003602924376876383,18.0,0.004068391472930493,0.9744370747072231,0.9729000169796757,0.9876197168461962,0.9770781018065821,0.8783471047618534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,3,261,1.0000000000000069,-1.3203235864639282,Car,3,26,0.002445705961170881,18.0,0.002389014330300882,31.0,0.002337945513626742,,,,,0.8971266621551256,0.9874687506009636,0.9902810985659043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,11,180,1.0000000000000069,-1.8047093152999878,None,11,17,0.002183562684152712,65.0,0.0022123394438253712,19.0,0.002180130831720453,32.0,0.0022196784829111244,35.0,0.0021872383958253796,0.8919296718389884,0.9733770864896532,0.9495113755878275,0.9331283343729938,0.9641815451521859,50.0,0.002177014983956165,0.9698380032511961,28.0,0.0022118749565505345,0.9573541485700977,35.0,0.002207662667187771,17.0,0.002201313260677861,18.0,0.0021845441664470003,0.9273729708368023,0.9878171319090819,0.9388201415867106,18.0,0.0022096797359186997,,,0.9728825026363701,,,,,,,,,,,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,9,177,1.0000000000000069,-1.656780481338501,None,9,82,0.002358478196228034,145.0,0.002380618097859299,17.0,0.0023542144549544993,113.0,0.0023542973008250753,27.0,0.002338948385658601,0.9737679051650385,0.9944422856829854,0.9437600120884535,0.9945110885070421,0.9928370275077354,25.0,0.0023584643340957513,0.9893442852255486,16.0,0.002329952900878518,0.9965119062478288,19.0,0.0023571817020556413,16.0,0.002338235786436328,,,0.9826301639446198,0.985056822321508,,,,,,,,,,,,,,,,,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,8,258,1.0000000000000069,-2.324521780014038,The,8,34,0.001857822305028226,85.0,0.0018690702563746618,9.0,0.001867792664301021,15.0,0.0018954748760565997,61.0,0.001884081805884401,0.9711157282390109,0.9773668244259399,0.7642045065086203,0.9967916319816366,0.9497161002954937,29.0,0.0019041905448595974,0.9435598437979045,39.0,0.0019019696935960663,0.9991608033222753,22.0,0.0018941314820956241,,,,,0.9922150607220183,,,,,,,,,,,,,,,,,,,,
